Review,Star,Sentiment
"
If I could give 0 stars that would have been what I chose. I came in during my 30 min. lunch break. I pulled up to the window and they were fast to ask me what I wanted so I asked for a moment. not even 10 seconds later they asked me again to order so I felt rushed. I orders a flamin hot taco duo. I was informed they no longer have the flamin hot taco, only Doritos. I said okay give me the Doritos duo, then I was informed they no longer offer the duo, I respond okay then you guys should take down this sign. They informed me they were waiting for a new sign. I order 3 small things proceed to the window to pay. I pay get my food drive off and go home. when I get home I open my nachos ate one and the beans on the nachos is hard, like sitting out in the sun for 3 days dried hard, they visibly looked crunchy and unless the person prepared my food with their eyes closed they seen this and decided to serve it to the customers anyways. I open my tostada and same issue mountain of crunchy hard old beans. so I can't eat that either. I was going to just let the issue with the nachos go but after opening up my second item my lunch was pretty much a waste of my time and money. So i try to call in, I get a message cant get thru but we would love to hear from you try your call again later. I've never written a review about any place before but when I couldn't get thru to someone it left me with no choice. If your employees clearly don't care about the customers they serve (the reason anyone in the establishment has a job) then why are you employing them. I work customer service and if this was the level of service I provided I would surely be fired. Very unhappy customer.",1,Negative
"
Buyer Beware!
I ordered 2 meals: the nacho bellgrande and a taco. The tacos were excellent but the nachos were horrible. The chips were fried in bad oil. I returned the nachos and they gave me 6 tacos (all of which were missing at least one ingredient). I'm never going back.",1,Negative
"
If I could give them no stars I would. I visit this Taco Bell all the time. I came in last week with my son & the cashier told us they were hiring & really needed the help. He told us to fill out the app online & then come back the next day to have them pull the app & that’s what we did. Today was his interview. The girl that interviewed him asked him why he didn’t apply to the Taco Bell around our house? I definitely don’t understand that relevance. She ended the he interview by telling him that she’s not going to offer him the position because, “they close pretty late & she didn’t want to be responsible of getting him home.”  She didn’t think he had reliable transportation. I’ve never got denied a position due to the manager not wanting to be responsible for getting me home. I didn’t know that was a concern or responsibility of the coworkers or managers but he did have reliable transportation. He felt discriminated against. I called the store to get an email or phone number to express our concerns with someone. Of course the young lady that she interviewed him answered & asked why did I need that info. I told her that my son felt he was discriminated against. She immediately got very aggressive & started yelling in my ear, “ first of all, first of all”. I interrupted & tried to diffuse her aggression with no avail so I hung up. I just wasn’t going to argue with an unprofessional, ignorant Taco Bell employee. I consider myself more professional than that. I called the corporate office & lodged a complaint & was told the district manager would call me back in 3 days. About 30 mins later, I got a call from the same young lady pretending to be someone else. She explained that they gave my son another store address that was hiring as a common courtesy which wasn’t true & she stated they couldn’t give out the managers info that I asked for. I explained that the young lady could’ve given me the email to corporate that’s on the window of the store to express any concerns or issues as the sign in the window clearly states. Instead she instantly got aggressive & offended like we were accusing her of discrimination. Her actions only proved that she was guilty of discriminating against my son. The lady then said well she couldn’t give me the manager’s info & I explained again she never attempted to explain anything or offer anything that she could do. I told her I had already called corporate & lodged a complaint. At that time I ended the call with well thank u for taking the time to interview my son & you have a great day. These employees are very unprofessional & I feel blessed that my son wasn’t offered that position. If she conducts interviews  & speak to customer’s inquiring for info like that I can imagine how she speak to their employees. I’ll never eat at Taco Bell anywhere period due to this experience. Whatever happened to professionally telling an candidate we have other candidates to interview & we’ll get back to you when we make our decision & just don’t call them. That hiring supervisor definitely need some more training because she’s going to get them an lawsuit.",1,Negative
"
Very Poor Customer Service! Not the first time in here and I always see attitude given from workers to customer and workers are always demanding to order on ur own. In my case I refuse to use self ordering and on top workers were ghetto too much laughing n talking. No manners at all. I wasn't even handed a receipt because Raneisha was too busy talking to others! So I grabbed my own receipt. Anyways these girls need better training!",1,Negative
"
I usually don’t take the time to write reviews, but this is literally the worst Taco Bell I have ever been to in my entire life. I’d just avoid this location all together if I were you",1,Negative
"
I ordered 4 supreme tacos. The bag was sealed with a sticker that said sealed for you when I got home I opened the bag and all my taco were at the bottom of the bag all the paper was ripped and the taco juice was sogging through the bag they weren’t even wrapped right.",1,Negative
"
Customer service here sucks they dont deserve not even one star, we went in they had us order of the machine, then we waited 20min so they can tell us that they never got our order. So much for new technology. If the manager would check her front dining room or maybe have more help this wouldnt happen.",1,Negative
"
Sometimes good, some other ones not. When you do tacos you must pay attention to the amount of each ingredients for that taco. Same amount always. Sometimes they give a taco with almost no meat or cheese for example. Not good at all.",1,Negative
"
Had a very unpleasant interaction with what seemed like a manager or an older employee! I pulled up to the drive through window and this man aggressively started telling me that I had to stop at the order speaker. Something that I didn’t know since it was my first time placing an online order. I apologized  and told him I was sorry I didn’t know but he continued with his bad attitude and insisting that I had to stop at the speaker first! I said ok I know, I know, and this man said “No, you obviously don’t know” LACK of professionalism!",1,Negative
"
I made a drive thru order (chicken quesadilla) and they are not checking the items in the bag I was missing the hard shell taco but the drive thru worker said there's two items in your bag. They need to check orders before they give it to the customers.",1,Negative
"
The order took a long time to receive. It was a simple order but still wrong. When going back to correct it they questioned it. The receipt was correct just not what they gave me. No compensation for the wasted time or even an apology. Definitely not returning.",1,Negative
"
Food order was wrong even after returning it the first time to be corrected. Tacos were fairly cold and we were only giving 6 sauce packets when we had over 15 tacos.",1,Negative
"
This tacobell drive thru is extremely slow. I waited almost 45 minutes for my food. Customer service is horrible. I don't expect 5 star dining from taco Bell but I've never experienced what I've experienced today. Never coming back here again.",1,Negative
"
Went to buy taco and was told they were closed at 8pm but its cars in the parking lot lights on,  not 1 sign or anything that states they close early than normal while their was employees sitting in the car in the parking lot looks bad for this business. Second time I've had terrible service here and sick of it they need new workers at night.",1,Negative
"
Went around 6pm at night. My receipt had the right order but received the wrong food. When I walked in to go get it fixed, the Lady tried to say I ordered wrong even tho the receipt had the right order, and gave me attitude about it, and was downright rude about correcting my order they messed up. I was not rude or arrogant, I simply said that I received the wrong order.",1,Negative
"
I am Mexican and never had or will have tacobell because it trash and you should marry Mexican for good tacos 🌮",1,Negative
"
The tacos were stuck to the paper,cold I was charged .50. Extra  for sour cream which is suppose to come with the supreme tacos.it was a mess .went there a couple of nights ago had they had no tomatoes.",1,Negative
"
Horrible service. Went to the drive thru and we were looking at the menu and the lady says “ are you ready to order” with a bad attitude and we were like actually yes and then she said “ well come on let’s go”. No way to ever talk to a customer we didnt say anything nasty for her to speak like that. I was so angry I told my boyfriend to drive away. Never again.",1,Negative
"
They always mess up on my order & the food doesn’t taste right. I rather drive to the one on Ogden they do a better job there and the time of the wait is pretty much the same distance.",1,Negative
"
I’ve visited this location twice within the last week BOTH times the person working the drive thru menu informed me they were out of shredded chicken, nacho chips, steak, and many other items before I could even begin to order. With the amount of food items she mentioned they were out of it didn’t seem like they had anything to serve. Needless to say I drove away. Skip this location because they aren’t efficient!",1,Negative
"
Bad service!!! Taco bell should require drug testing!! Casier Miata seemed a little off HIGH on the job just fooling around so UNPROFESIONAL. Never again if i could give ZERO stars i would.",1,Negative
"
Waited for several minutes for someone to take my order. One employee was hanging out by the drive-thru window, the other was in the back office. Neither was in any rush to get to the counter, so I went somewhere else.",1,Negative
"
Slow service come on I waited 15 mins for my order and it wasn't BUSY. Drive thru worker short change me with my money I gave him for the food. JUST PLAIN LOUSY ALL TOGETHER I THINK ILL STAY OUT TACO BELL. ILL MAKE MY OWN TACOS THERE BETTER I KNOW WHATS IN THEM",1,Negative
"
The service here is slow, they dont pay attention to what you order, they are out off hot sauces, shells.. they arent prepared at all they're pop despenser gives you water instead off pop.. so I'd say go somewhere else but here..",1,Negative
"
Every time when placing orders, and for every Crunchwrap we get, there is hardly any meat on the food, which isn’t really what is marketed",1,Negative
"
They put a whole tub of sour cream on my nachos.. Never going back to this location... No tomatoes when I ask for extra..I wish I could post a picture..I'm not even going to eat it",1,Negative
"
The worst service ever. They wouldn't serve this guy because his tow truck wouldn't fit thru the drive, he ask me would i buy it for him they got on the intercom and made the statement that i couldn't purchase his food for him. I will never ever buy from them again..... Never visit this location on north avenue",1,Negative
"
Worse service ever. I left and went next door to taco bell. Never again will I waste my time and money at this location.",1,Negative
"
I have a friend who works there and please don’t order from there. Unhealthy and the employees are bad. Won’t say more than that cuz you won’t believe.",1,Negative
"
The 2 crunchwraps I ordered was burnt and the twist we got for free had a really nasty taste....",1,Negative
"
Poor service dirty restaurant and lazy people dont want to take my order. She wanted me to use self order which i dont like and has lots germs.",1,Negative
"
I ordered alot of food i asked asked them for extra fire sauce and they gave me 2 packs",1,Negative
"
All taco bells are way too expensive and not that great.",1,Negative
"
This Taco Bell has posted it will open at 7am daily. I have been waiting for about 45 mins . And yet this location has not opened. Bad service/ false advertising",1,Negative
"
Received an UBER EATS ORDER !!! No one answers the phone to complain ....Unacceptable",1,Negative
"
All you get is just bread that is in cheese wrapped up with a few packs of hot sauce",1,Negative
"
They never open on time and one time in the afternoon I was told all they had were hard shell tacos..",1,Negative
"
The place was ok the food was not good at all!!",1,Negative
"
Had to walk out waited 10minutes and never even seen a cashier",1,Negative
"
Customer service is good but the food is not good! The chalupa isn't fried right.",1,Neutral
"
gave me food poisoning",1,Negative
"
There was a car parked, blocking the drive thru even though all the sighs said they were open on a Monday at 9:15",1,Negative
"
First visit great.
Came back. This time ... Old food. Order was wrong. Very wrong.",1,Negative
"
Very slow service.  Took 20 minutes to get my order. Worst taco bell ever.",1,Negative
"
Terrible service, gave me the wrong order, the food was sloppy, very unprofessional...Do not spend your money here!!",1,Negative
"
This is the worst Taco Bell ever been sitting on this drive t over / 30 minutes  And the service is horrible",1,Negative
"
I hate taco bell only thing I like is diablo sauce",1,Negative
"
I don't know who the hell want to eat this cat food dog food",1,Negative
"
Completely wrong order. Zero hot sauce as well.",1,Negative
"
Don't do it. There is better food just down the street.",1,Negative
"
This place left me I  the ER for 3 days. And the food sucked.",1,Negative
"
I had to return my food the nacho box was horrible....",1,Negative
"
Taco Bell on Clybourn  bad service  waiting in line for over 15 minutes",1,Negative
"
It's a I don't care attitude with the staff",1,Negative
"
Wasn’t open during the times listed on here",1,Negative
"
Food too long and was burnt.",1,Negative
"
Not good",1,Negative
"
Ok",1,Neutral
"
Bad services",1,Negative
"
For some reason the app won’t let me order dine-in or takeout with the app, I had to place an order for drive thru and give my name at the counter.
Lots of fountain pop was out. Otherwise, Taco Bell.

Update: I probably stayed too long on a hot morning and the manager decided I was homeless and came out to harass me with a malevolent grin. No wonder nobody dines in here the three times I went inside.",2,Negative
"
Several items were messed up and chalupa shells were old 5 layer burritos were not made correctly at all, staff was friendly and replaced items though",2,Negative
"
I usually enjoy the $5 Nacho box, but today...I'm glad I don't have blood pressure issues. The excessive amount of salt on the chips was ridiculous. This was my first time eating from this Taco Bell. Do better.",2,Negative
"
You can count the shreds of cheese on your overpriced taco. The Mexican pizza tastes like a Duracell battery. They were out of the size drinks that come with your combo so you had to take a down size for the same price",2,Negative
"
They didn't take my order although i had been standing there quite a while but a guy of another ethnicity came in behind me and they hurried up and took his order. And they took a long time getting my order ready.",2,Negative
"
Picture of what I ordered online but instead got two crunchy and one soft taco for one box. Then one Doritos locos taco with a soft taco along with nachos. Missing the most important part of the orders: two chalupas and a 5 layer burrito.

I'm glad I got some kind of food but it really is not hard to get what's right on the receipt.",2,Negative
"
It was ok.... Food just tasted like it had been sitting, the only thing that seemed fresh was the cheese for the nacho fries.",2,Neutral
"
Food was ok but the drive thru person gave out 2 sauces on an order and forgot my drink until I asked for it.",2,Negative
"
Food was delivered fast and accurate,but both items barely had any meat in them. It was almost a vegetarian meal. This is a new location and I'm sorry to see it starting out this way.",2,Negative
"
Food was cold. When ordering for delivery they get some items wrong. Don't really like the service there.",2,Negative
"
My$5 box...all 3 items were cold 🥶",2,Negative
"
Not real, generic food . Nothing like visiting your local Mexican restaurant which just so happens to have authentic Mexican cuisine 😋. Not unless you like to punish yourself!",2,Negative
"
Everytime I come to this location it takes them a long time to give out your order even with little to no people waiting.",2,Negative
"
Do not get the steak tacos they are overpriced and don't taste that good",2,Negative
"
Food was okay but had to go back for missing food",2,Negative
"
Horrible customer service will definitely not be going back here",2,Negative
"
Said they open at 7am I was there at 750 and noone was there even beeped at the window and nothing",2,Negative
"
They always get my order wrong",2,Negative
"
One of the workers gave us a nasty attitude",2,Negative
"
Ehhh...",2,Negative
"
Bad service",2,Negative
"
Tacos where cold",2,Negative
"
What's funny but not funny..I read reviews beforehand. There were way too many wrong order received entries. I took my chances anyway. I ordered black bean  loaded fries but got refried beans. Instead of loaded chicken flatbread, I received steak. Lucky for me I like refried beans and steak. I also used a gift card so I feel like I used ""free"" money so it didnt upset me.  However, I did get a little chuckle because I was fairly warned.",3,Negative
"
Half the time I order they forget my drink I don't usually leave reviews but if your reading this make sure u remind them about the drink if your doing delivery, they are good about refunds but it sucks eating a meal with nothing to wash it down but tap water if it just happened once ok but it happens way too much",3,Negative
"
These self service kiosks are annoying. I understand their use when the lines are long but seeing as how nobody else was in the store when I walked in and nobody came to the counter to take my order, I was basically forced to use the kiosk. Seems like they are fading away with the whole interaction between the merchants and customers. We all don't purchase food with plastic, cash is still used. Gah!",3,Negative
"
It took like 15-20 minute wait time on our food however the food was good and hot. The employees were nice but also very distant and no where around for a while.",3,Neutral
"
The cashiers are always great in the DT but they almost always forget something and food is barely warm.",3,Neutral
"
So far they've been ok. Not too many complaints.",3,Neutral
"
Had to wait about 15 minutes for 1 crunch wrap supreme.",3,Negative
"
It's been a long time since I've been to Taco Bell they are pretty pricey. I could have gone to an authentic restaurant for those prices.",3,Negative
"
Always missing something... well we dont have slushies today, sorry no Doritos Tacos today...",3,Negative
"
Food was fair at a fair price",3,Neutral
"
It was nice the staff TONI  was very pleasant",3,Positive
"
Forgot one of my tacos...at least I hope it wasn't intentional",3,Negative
"
It's ok for something quick to eat....",3,Neutral
"
Can't understand car service girl food ok",3,Neutral
"
It's taco  bell ok",3,Neutral
"
The service was very well",3,Positive
"
Good and friendly I like it",3,Positive
"
Meh. It's taco Bell.",3,Neutral
"
Nice and fast service",3,Positive
"
Delicious",3,Positive
"
Meh...",3,Neutral
"
Ok",3,Neutral
"
ok",3,Neutral
"
Food is always just barely okay. And once again for like the 1000th time for some reason the people working here can't read to give people sauces. It's a small thing but, every single order? Seems like yall need some help back there.",3,Negative
"
I ate here the other day!! Inside is very slow because the location is awkwardly placed in the neighborhood for walkin customers!

However they took a while to serve me and the cashier apologized and gave me a drink cup on the HOUSE ! She was so kind and young a nice heavier set young black lady.
The manager was sitting in the empty dinning room, doing paperwork! The food was amazing tho!!
The manager was an older heavy set black woman with a comeover, she was complaining to the sweet cashier who helped me with great service about the boys at work drinking and smoking on the job. It was lunch and A show!!! Literally such an amazing experience! The young woman,  was respectful and chuckled and kept on cleaning. The old manager seemed crabby and unhappy but the food was very good! And that cashier deserves a raise! This was at 3pm Saturday!

I love how she handed me a free cup for the wait! You don't see such professionalism and courtesies from corporate, low level workers!

Also hearing the gossip about the store was amazing as well! Better than Netflix!!! I will definitely be visiting again. 😊

I have Doordashed food from her, twice since then ! And I may visit again in person soon ! I hope that young cashier will become a manager some day!",4,Positive
"
I try not to be too hard customer service workers because there's other people that do that on a daily basis and they don't need another one doing it I personally work in the customer service industry and it is not more so some way to just make ends meet in the meantime for most people in the fortunately the only option for others which has been the case in Boston areas when I did work there they got my order right and were not rude It's the only one in the area and pretty newly built so you would recommend",4,Neutral
"
Craving Taco Bell after completing a run at the Des Plaines River Trail, I visited this location because it sat en route on my drive. Due to Covid-19 precautions, the drive-thru was the only option for ordering versus going inside the restaurant to order. I ended up ordering the grilled cheese burrito box w/ a mountain dew drink which was solely because the grilled cheese burrito sounded tasty. If not for it being promoted on their sign I probably would have ordered something I had before already.

I received my food in a reasonable timeframe which was handed to me in a container to prevent any human contact whatsoever. Though I doubt I will ever dine-in, this location obviously has not come up with any alternative plans on allowing customers to dine-in.

While eating my grilled cheese burrito box in the parking lot, there were two customers that had issues with their orders as I ate my food. With the drive-thru being solely used, both customers were outside of the door knocking and even having to walk towards the drive-thru to get the employee's attention. Like any other fast food restaurant, this place is no exception on the lines of being a hit-or-miss as far as possibly receiving mediocre service or food.

I personally had a pleasant experience at this location and will most likely return while in the area if I have that craving for Taco Bell. I really enjoyed the grilled cheese burrito box, the grilled cheese burrito is something I could definitely see myself craving from time to time. Yes, it was good! And lastly, I do like this location because it does not have sketchy individuals lurking in the parking lot.

~Blessings~

Thomas G",4,Positive
"
I went here to grab some lunch. I don't eat meat, so I switch everything to black beans. When I got my order, I noticed several things were still meat.This staff was so nice and fixed my wrong order without any pushback or unprofessionalism.",4,Positive
"
Stayed in the drive thru way too long waiting for my food. Waiting over 5 mins to place my order at the intercom board and spent over 8 mins waiting for my food at the window. I had the mind, heart and taste buds set for a nacho box. So I stayed and waited for my order.  Was it worth it, maybe. I was hungry so .... I'm not sure if I'd return in the future. But if I do, I'll definitely pack a little bit more patience.",4,Neutral
"
Taco Bell Was Good The Food Was Hot And The $10.00 Nacho Box Was To Die For Everything Was Hot Chips Was Not Soggy Was Crispy and The Cheese Was Melted So so Good Has Not Been That Good In A While So I Will Be Going Back For More Nacho 's. I Give them 4 Stars",4,Positive
"
I love Taco Bell. They are a good fast food place with a great staff and fast service.",4,Positive
"
Clean and good food, very engaged employees and courteous.  I will be back",4,Positive
"
It was good. They had all of my order correct and even made me fresh cinnabuns. It took some time but it was worth it",4,Positive
"
My wife loves this place but after I had tacos and some type of pizza, I'll pass next time.",4,Positive
"
Pretty nice and cozy place, customer service seems to be their number one priority and the building doesn't seem filthy at all.",4,Positive
"
It was Taco Bell, what else do you need to know? They messed up our order, but made it right.",4,Positive
"
I like the people who work there.  One of my favorites is a young girl ""K"".",4,Positive
"
Bought a chicken salad and it was very satisfying...going back",4,Positive
"
The breakfast is there is really good.",4,Positive
"
Never disappointed cream filled doughnuts are delicious",4,Positive
"
JAMIE...She was very niceI 💝🎅",4,Positive
"
But when it comes to Tacos Taco Bell is the best",4,Positive
"
Good food",4,Positive
"
Its Taco Bell. They do good.",4,Positive
"
Tasty food served fast.",4,Positive
"
Great customer service.",4,Positive
"
Love those new fries!!!",4,Positive
"
Tacos are good",4,Positive
"
Very good",4,Positive
"
very  good  and fast service",4,Positive
"
Very fast service",4,Positive
"
Always delicious",4,Positive
"
Great customer service",4,Positive
"
Little sloppy but good",4,Neutral
"
Was ok",4,Neutral
"
Love the specials.",4,Positive
"
Love it",4,Positive
"
Amable",4,Positive
"
Decent and respectful",4,Positive
"
It's alright.",4,Neutral
"
Good",4,Positive
"
Good tacos",4,Positive
"
It's Taco Bell",4,Neutral
"
Gotta love Taco bell. Stopped in for some tacos for the kid and grab the bean burritos for myself. Quick, satisfying lunch. They serve alcohol at this location for anyone who likes a little kick to their taco cravings.",5,Positive
"
On my first visit ever to any Taco Bell this place was very clean and Darius was very patient and helpful while made my order, the food was done fast very taste. I will be going back again.",5,Positive
"
Very pleasant service and the food was hot and fresh.",5,Positive
"
Always a good experience here the the staff is always friendly and nice and my order was done so fast. The breakfast steak quesadilla was great thanks.",5,Positive
"
I love Taco Bell, it was my first job and all these years later I still go",5,Positive
"
They are the only ones that I go too. Love them on North Avenue 🤞🏾🥰",5,Positive
"
It was good because it wasn't a lot of people there so it wasn't that crowded so we can order faster than other taco Bell that we go to.",5,Positive
"
Went through drive thru today around 4pm and I must say that was the best service I ever got. I didn’t get her name but she was so sweet and nice!",5,Positive
"
Decided to give this spot another chance after a bad experience. SO GLAD I DID! Nothing was forgotten and the employees are the friendliest fastfood workers I ever met. I wish I would of got his name and the young lady that took my order as well. KEEP IT UP! YOU ALL ARE AWESOME! Thanks for the warm welcome and I will be back.",5,Positive
"
The best Taco Bell I've been to in a long time. Everything was cooked perfect and the three gals working were so so nice. I'll take the trip more often than not because the baja blast was so fresh",5,Positive
"
These workers had my food ready so fast. Great staff!",5,Positive
"
My girlfriend and I came to order at the drive through at around 10pm on Monday night. The cashier at the drive through was extremely cordial. Her name was Ebony Webb. She informed us that there was a bit of a wait and then served us. Based on our interaction with her, she is exemplary of what great customer service is.",5,Positive
"
The staff was very friendly and service was so quick.
I highly recommend this taco bell. Always fresh n hot.",5,Positive
"
Very clean!! This one Taco  Bell that I rate
5 stars, very good people with a smile. They sure upgraded.  They need more security  because in the nite kinda dark. To feel.safe. but during the day it's fine. Taco Bell it's awsome!",5,Positive
"
The drive thru lady was very kind, helpful and professional. She helped us decide on what items we were looking for and answered all our questions in a professional matter. I recommend coming here just for her great customer service.",5,Positive
"
Excellent customer service they messed up my order. I let them know they fixed it and gave me free cinnamon sticks",5,Positive
"
Drive thru cashier was so so so polite! She was very patient! Excellent people skills. I went at around 8pm 9pm. She made it a 5 star!",5,Positive
"
Great place to have a quick bite. Its taco bell food so cant expect much but staff is very friendly ,helpful and ready to help you out as soon as you walk it. Place is very clean.yoh can always find what you need,forks,sauces, napkins etc .",5,Positive
"
I ordered the taco nacho party box with a few extras on it. Omg it was delicious. It was enough for 4 to 5 people. We had it for dinner. Total price $14.86 . Great deal!!!",5,Positive
"
Good experience, staff very friendly and attentive! Staff member even let my kids try a mini frozen drink, the food was good and hot!",5,Positive
"
This was the best Taco Bell that I ever had eaten.  Every lady who was working in that store was wonderful.",5,Positive
"
The customer service by Ya at this location is great! I love how attentive and kind she is!! I will definitely be back!",5,Positive
"
Chanell was so kind and accommodating during my quick visit. 100% would return just because her service was so above expectation.",5,Positive
"
Wanted a few min for my food and the cashier working gave me a free Drink for waiting extra. She also apologize for the wait. She was super respectful",5,Positive
"
I love taco bell I could eat it anytime 😍",5,Positive
"
A taco bell is a taco bell, but I had the best experience at this location thanks to the employees! They were the bomb!",5,Positive
"
This new and improved Taco Bell is AWESOME .... The people are fast and VERY PROFESSIONAL and I love that my order is correct EVERYTIME",5,Positive
"
Food was great. And they had great people to take your order.",5,Positive
"
Best people ever always so nice to me food never wrong",5,Positive
"
Very polite and delightful staff. Service was speedy as well.",5,Positive
"
Super good im soo soo glad we finally got taco bells all over chicago.. is a life saving for low budget people like me especially on mondays..lmao",5,Positive
"
Always have great deals and the food is good.",5,Positive
"
Great service and food only thing I dislike was the entrance to the drive thru overall everything else was great.",5,Positive
"
Excellent customer service. The employees were friendly and very attentive to your request and needs.",5,Positive
"
The employees were very friendly and they all worked together and they really enjoyed doing their job",5,Positive
"
There always so nice and the food is always hot",5,Positive
"
Great service, friendly staff, good food!",5,Positive
"
Akira was real great and patient and made sure my order was right.",5,Positive
"
Great customer service and Bryton. The employee should get a raise he was very good very courteous and very attentive to our needs",5,Positive
"
Fast and taste good.... for occasions the real taco is still better lol",5,Positive
"
My service was met with kindness and patience with all of my questions. Food was delicious!!!",5,Positive
"
Great customer service!! Always have my order right in the late night.",5,Positive
"
I would give more if I could!!!

They were so nice. ! They lighted up my day♡︎♡︎♡︎♡︎.",5,Positive
"
I always get crunchy supreme tacos..... Taste great!!!!!!",5,Positive
"
Very intelligent, and professional
I ordered 3 5 dollar boxes with  just what I wanted.",5,Positive
"
Came at night around 11 the staff was friendly and the food was made fast. Thanks",5,Positive
"
Very nice staff even ask how was everithing after been serve and done in",5,Positive
"
Great service and communication. Shoutout to The Best Manager, Ty. Highly recommended",5,Positive
"
Great food - Nice place to sit, eat & relax,",5,Positive
"
They were very polite, and speedy and gave service with a smile.",5,Positive
"
Favorite place and the workers are very clean and nice 🙂",5,Positive
"
It was good. Not too much people tho. Barely like 3",5,Positive
"
Best place to get tacos and burritos for lunch and dinner",5,Positive
"
Very good customer service by GREGORY VERY SWEET 😍👍",5,Positive
"
Employees are always nice at this location",5,Positive
"
It was cool ,had a quick bite on tha run‼‼",5,Positive
"
They was good taco 🌮",5,Positive
"
Good food and a great choice as a fast food.",5,Positive
"
Good customer service. Nice and clean",5,Positive
"
Excellent customer service very clean",5,Positive
"
The service was amazing and the food was good!",5,Positive
"
Exelente sabor y buen precio",5,Positive
"
The lady was very nice and helpful.",5,Positive
🌮 🔥 …,5,Positive
"
The staff here is so friendly",5,Positive
"
Clean n cashiers very respectful.",5,Positive
"
Fast and accurate in my order.",5,Positive
"
Customer service, cleanliness, and good food!",5,Positive
"
There are some good tacos",5,Positive
"
Clean. Fast service. Polite staffs. 👍👍",5,Positive
"
Great place and really fast.",5,Positive
"
Every one there today was great!!",5,Positive
"
Great food....fast service",5,Positive
"
Fast & quick great food",5,Positive
"
It has tasty food.",5,Positive
"
Employee was very nice",5,Positive
"
The food was good and hot",5,Positive
"
I been to Taco Bell since I was a child!",5,Neutral
"
Yes love of e them",5,Positive
"
Always friendly staff.",5,Positive
"
Great customer service",5,Positive
"
Love It Thank You",5,Positive
"
Good food",5,Positive
"
Excellent",5,Positive
"
Good service , Good food",5,Positive
"
Good food",5,Positive
"
Cashier was very kind",5,Positive
"
Fast cute girls",5,Positive
"
$5 box!",5,Neutral
"
Well done and warm",5,Positive
"
I love it",5,Positive
"
Love there taco",5,Positive
"
Good friendly people",5,Positive
"
Very yummy!!",5,Positive
"
Very  Delicious",5,Positive
"
Love it",5,Positive
"
Nice",5,Positive
"
Love the food",5,Positive
"
Good people's",5,Positive
"
Tacos are good",5,Positive
"
Fresh and fast",5,Positive
"
Awesome",5,Positive
"
Same ol same",5,Neutral
"
Good",5,Positive
"
Best burritos",5,Positive
"
Is good mmmmm",5,Positive
"
Great service",5,Positive
"
Taste and service",5,Positive
"
Nice location",5,Positive
"
I 😍 this place …",5,Positive
